id,label,ontology,synonyms,uri
245535009,Entire pars tuberalis of pituitary gland,SNOMED CT,Pituitary pars tuberalis|Pars tuberalis of adenohypophysis|Pituitary pars infundibularis,http://purl.bioontology.org/ontology/SNOMEDCT/245535009
245537001,Entire lobe of thyroid gland,SNOMED CT,Lobe of thyroid gland,http://purl.bioontology.org/ontology/SNOMEDCT/245537001
245538006,Entire pyramidal lobe of thyroid,SNOMED CT,Pyramidal lobe of thyroid,http://purl.bioontology.org/ontology/SNOMEDCT/245538006
245539003,Entire isthmus of thyroid gland,SNOMED CT,Isthmus of thyroid gland,http://purl.bioontology.org/ontology/SNOMEDCT/245539003
245540001,Superior parathyroid gland,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/245540001
245542009,Inferior parathyroid gland,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/245542009
245543004,Dentition,SNOMED CT,Teeth,http://purl.bioontology.org/ontology/SNOMEDCT/245543004
245545006,Mixed dentition,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/245545006
245546007,All maxillary teeth,SNOMED CT,Maxillary teeth|Upper dentition|Upper teeth,http://purl.bioontology.org/ontology/SNOMEDCT/245546007
245547003,All mandibular teeth,SNOMED CT,Lower dentition|Mandibular teeth|Lower teeth,http://purl.bioontology.org/ontology/SNOMEDCT/245547003
245548008,Entire dental arch,SNOMED CT,Dental arch,http://purl.bioontology.org/ontology/SNOMEDCT/245548008
245549000,Entire upper dental arch,SNOMED CT,Maxillary dental arch|Upper dental arch,http://purl.bioontology.org/ontology/SNOMEDCT/245549000
245550000,Entire lower dental arch,SNOMED CT,Lower dental arch|Mandibular dental arch,http://purl.bioontology.org/ontology/SNOMEDCT/245550000
245551001,Quadrant of dental arch,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/245551001
245552008,Upper left quadrant of dental arch,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/245552008
245553003,Upper right quadrant of dental arch,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/245553003
245554009,Lower right quadrant of dental arch,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/245554009
245555005,Lower left quadrant of dental arch,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/245555005
245556006,Segment of dental arch,SNOMED CT,Sextant of dental arch,http://purl.bioontology.org/ontology/SNOMEDCT/245556006
245557002,Upper anterior segment of dental arch,SNOMED CT,Upper labial sextant of dental arch,http://purl.bioontology.org/ontology/SNOMEDCT/245557002
245558007,Upper left segment of dental arch,SNOMED CT,Upper left buccal sextant of dental arch,http://purl.bioontology.org/ontology/SNOMEDCT/245558007
245559004,Upper right segment of dental arch,SNOMED CT,Upper right buccal sextant of dental arch,http://purl.bioontology.org/ontology/SNOMEDCT/245559004
245560009,Lower right segment of dental arch,SNOMED CT,Lower right buccal sextant of dental arch,http://purl.bioontology.org/ontology/SNOMEDCT/245560009
245561008,Lower anterior segment of dental arch,SNOMED CT,Lower labial sextant of dental arch,http://purl.bioontology.org/ontology/SNOMEDCT/245561008
245562001,Lower left segment of dental arch,SNOMED CT,Lower left buccal sextant of dental arch,http://purl.bioontology.org/ontology/SNOMEDCT/245562001
245563006,Entire permanent tooth,SNOMED CT,Permanent tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245563006
245564000,Entire permanent upper tooth,SNOMED CT,Permanent upper tooth|Permanent maxillary tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245564000
245565004,Entire permanent upper right molar tooth,SNOMED CT,Permanent upper right molar tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245565004
245566003,Entire permanent maxillary right third molar tooth,SNOMED CT,Permanent upper right 8 tooth|Permanent upper right third molar tooth|UR8 - Permanent upper right 8 tooth|Entire maxillary right third molar tooth|Permanent upper right wisdom tooth|18 - Permanent upper right third molar tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245566003
245567007,Entire permanent maxillary right second molar tooth,SNOMED CT,UR7 - Permanent upper right 7 tooth|Permanent upper right second molar tooth|Entire maxillary right second molar tooth|Permanent upper right 7 tooth|17 - Permanent upper right second molar tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245567007
245568002,Entire permanent maxillary right first molar tooth,SNOMED CT,Entire maxillary right first molar tooth|Permanent upper right 6 tooth|Permanent upper right first molar tooth|UR6 - Permanent upper right 6 tooth|16 - Permanent upper right first molar tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245568002
245569005,Entire permanent upper right premolar tooth,SNOMED CT,Permanent upper right premolar tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245569005
245570006,Entire permanent maxillary right second premolar tooth,SNOMED CT,15 - Permanent upper right second premolar tooth|UR5 - Permanent upper right 5 tooth|Permanent upper right second premolar tooth|Permanent upper right 5 tooth|Entire maxillary right second premolar tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245570006
245571005,Entire permanent maxillary right first premolar tooth,SNOMED CT,Permanent upper right first premolar tooth|Permanent upper right 4 tooth|Entire maxillary right first premolar tooth|14 - Permanent upper right first premolar tooth|UR4 - Permanent upper right 4 tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245571005
245572003,Entire permanent maxillary right canine tooth,SNOMED CT,Permanent upper right canine tooth|Entire maxillary right canine tooth|UR3 - Permanent upper right 3 tooth|13 - Permanent upper right canine tooth|Permanent upper right 3 tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245572003
245573008,Entire permanent upper right incisor tooth,SNOMED CT,Permanent upper right incisor tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245573008
245574002,Entire permanent maxillary right lateral incisor tooth,SNOMED CT,12 - Permanent upper right lateral incisor tooth|Permanent upper right lateral incisor tooth|Entire maxillary right lateral incisor tooth|Permanent upper right 2 tooth|UR2 - Permanent upper right 2 tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245574002
245575001,Entire permanent maxillary right central incisor tooth,SNOMED CT,Entire maxillary right central incisor tooth|UR1 - Permanent upper right 1 tooth|Permanent upper right 1 tooth|Permanent upper right central incisor tooth|11 - Permanent upper right central incisor tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245575001
245576000,Entire permanent upper left molar tooth,SNOMED CT,Permanent upper left molar tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245576000
245577009,Entire permanent maxillary left third molar tooth,SNOMED CT,28 - Permanent upper left third molar tooth|UL8 - Permanent upper left 8 tooth|Permanent upper left wisdom tooth|Permanent upper left 8 tooth|Permanent upper left third molar tooth|Entire maxillary left third molar tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245577009
245578004,Entire permanent maxillary left second molar tooth,SNOMED CT,Entire maxillary left second molar tooth|Permanent upper left 7 tooth|27 - Permanent upper left second molar tooth|UL7 - Permanent upper left7 tooth|Permanent upper left second molar tooth|Permanent upper left7 tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245578004
245579007,Entire permanent maxillary left first molar tooth,SNOMED CT,Entire maxillary left first molar tooth|Permanent upper left first molar tooth|26 - Permanent upper left first molar tooth|Permanent upper left 6 tooth|UL6 - Permanent upper left 6 tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245579007
245580005,Entire permanent upper left premolar tooth,SNOMED CT,Permanent upper left premolar tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245580005
245582002,Entire permanent maxillary left second premolar tooth,SNOMED CT,Permanent upper left second premolar tooth|Permanent upper left 5 tooth|25 - Permanent upper left second premolar tooth|UL5 - Permanent upper left 5 tooth|Entire maxillary left second premolar tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245582002
245583007,Entire permanent maxillary left first premolar tooth,SNOMED CT,Permanent upper left 4 tooth|Permanent upper left first premolar tooth|UL4 - Permanent upper left 4 tooth|Entire maxillary left first premolar tooth|24 - Permanent upper left first premolar tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245583007
245584001,Entire permanent maxillary left canine tooth,SNOMED CT,UL3 - Permanent upper left 3 tooth|23 - Permanent upper left canine tooth|Permanent upper left canine tooth|Permanent upper left 3 tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245584001
245585000,Entire permanent upper left incisor tooth,SNOMED CT,Permanent upper left incisor tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245585000
245586004,Entire permanent maxillary left lateral incisor tooth,SNOMED CT,Permanent upper left 2 tooth|UL2 - Permanent upper left 2 tooth|22 - Permanent upper left lateral incisor tooth|Entire maxillary left lateral incisor tooth|Permanent upper left lateral incisor tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245586004
245587008,Entire permanent maxillary left central incisor tooth,SNOMED CT,Entire maxillary left central incisor tooth|21 - Permanent upper left central incisor tooth|Permanent upper left 1 tooth|UL1 - Permanent upper left 1 tooth|Permanent upper left central incisor tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245587008
245588003,Entire permanent lower tooth,SNOMED CT,Permanent lower tooth|Permanent mandibular tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245588003
245589006,Entire permanent lower right molar tooth,SNOMED CT,Permanent lower right molar tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245589006
245590002,Entire permanent mandibular right third molar tooth,SNOMED CT,Permanent lower right wisdom tooth|Permanent lower right third molar tooth|Entire mandibular right third molar tooth|Permanent lower right 8 tooth|48 - Permanent lower right third molar tooth|LR8 - Permanent lower right 8 tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245590002
245591003,Entire permanent mandibular right second molar tooth,SNOMED CT,Entire mandibular right second molar tooth|47 - Permanent lower right second molar tooth|Permanent lower right 7 tooth|LR7 - Permanent lower right 7 tooth|Permanent lower right second molar tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245591003
245592005,Entire permanent mandibular right first molar tooth,SNOMED CT,46 - Permanent lower right first molar tooth|Entire mandibular right first molar tooth|LR6 - Permanent lower right 6 tooth|Permanent lower right first molar tooth|Permanent lower right 6 tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245592005
245593000,Entire permanent lower right premolar tooth,SNOMED CT,Permanent lower right premolar tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245593000
245594006,Entire lower nephron,SNOMED CT,Lower nephron,http://purl.bioontology.org/ontology/SNOMEDCT/245594006
245595007,Entire permanent mandibular right second premolar tooth,SNOMED CT,LR5 - Permanent lower right 5 tooth|Entire mandibular right second premolar tooth|Permanent lower right second premolar tooth|45 - Permanent lower right second premolar tooth|Permanent lower right 5 tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245595007
245596008,Entire permanent mandibular right first premolar tooth,SNOMED CT,44 - Permanent lower right first premolar tooth|Entire mandibular right first premolar tooth|LR4 - Permanent lower right first premolar|Permanent lower right 4 tooth|Permanent lower right first premolar tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245596008
245597004,Entire mandibular right canine tooth,SNOMED CT,LR3 - Permanent lower right 3 tooth|Permanent lower right canine tooth|Permanent lower right 3 tooth|Entire permanent mandibular right canine tooth|43 - Permanent lower right canine tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245597004
245598009,Entire permanent lower right incisor tooth,SNOMED CT,Permanent lower right incisor tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245598009
245599001,Entire permanent mandibular right lateral incisor tooth,SNOMED CT,Permanent lower right lateral incisor tooth|LR2 - Permanent lower right 2 tooth|42 - Permanent lower right lateral incisor tooth|Permanent lower right 2 tooth|Entire mandibular right lateral incisor tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245599001
245600003,Entire permanent mandibular right central incisor tooth,SNOMED CT,Permanent lower right 1 tooth|41 - Permanent lower right central incisor tooth|LR1 - Permanent lower right 1 tooth|Entire mandibular right central incisor tooth|Permanent lower right central incisor tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245600003
245601004,Entire permanent lower left molar tooth,SNOMED CT,Permanent lower left molar tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245601004
245602006,Entire permanent mandibular left third molar tooth,SNOMED CT,Entire mandibular left third molar tooth|Permanent lower left third molar tooth|Permanent lower left wisdom tooth|Permanent lower left 8 tooth|LL8 - Permanent lower left 8 tooth|38 - Permanent lower left third molar tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245602006
245603001,Entire permanent mandibular left second molar tooth,SNOMED CT,Permanent lower left 7 tooth|Permanent lower left7 tooth|Entire mandibular left second molar tooth|Permanent lower left second molar tooth|37 - Permanent lower left second molar tooth|LL7 - Permanent lower left7 tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245603001
245604007,Entire permanent mandibular left first molar tooth,SNOMED CT,36 - Permanent lower left first molar tooth|Entire mandibular left first molar tooth|LL6 - Permanent lower left 6 tooth|Permanent lower left 6 tooth|Permanent lower left first molar tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245604007
245605008,Entire permanent lower left premolar tooth,SNOMED CT,Permanent lower left premolar tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245605008
245606009,Entire permanent mandibular left second premolar tooth,SNOMED CT,LL5 - Permanent lower left 5 tooth|35 - Permanent lower left second premolar tooth|Permanent lower left 5 tooth|Permanent lower left second premolar tooth|Entire mandibular left second premolar tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245606009
245607000,Entire permanent mandibular left first premolar tooth,SNOMED CT,Permanent lower left 4 tooth|LL4 - Permanent lower left 4 tooth|Entire mandibular left first premolar tooth|34 - Permanent lower left first premolar tooth|Permanent lower left first premolar tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245607000
245608005,Entire permanent mandibular left canine tooth,SNOMED CT,LL3 - Permanent lower left 3 tooth|33 - Permanent lower left canine tooth|Permanent lower left canine tooth|Permanent lower left 3 tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245608005
245609002,Entire permanent lower left incisor tooth,SNOMED CT,Permanent lower left incisor tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245609002
245610007,Entire permanent mandibular left lateral incisor tooth,SNOMED CT,Permanent lower left lateral incisor tooth|Entire mandibular left lateral incisor tooth|Permanent lower left 2 tooth|32 - Permanent lower left lateral incisor tooth|LL2 - Permanent lower left 2 tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245610007
245611006,Entire permanent mandibular left central incisor tooth,SNOMED CT,Permanent lower left 1 tooth|Permanent lower left central incisor tooth|LL1 - Permanent lower left 1 tooth|Entire mandibular left central incisor tooth|31 - Permanent lower left central incisor tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245611006
245612004,Entire deciduous tooth,SNOMED CT,Primary tooth|Milk tooth|Baby tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245612004
245613009,Entire primary upper tooth,SNOMED CT,Primary upper tooth|Deciduous maxillary tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245613009
245614003,Entire primary upper right molar tooth,SNOMED CT,Primary upper right molar tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245614003
245615002,Entire deciduous maxillary right second molar tooth,SNOMED CT,Primary upper right second molar tooth|55 - Primary upper right second molar tooth|URE - Primary upper right E tooth|Primary upper right E tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245615002
245616001,Entire deciduous maxillary right first molar tooth,SNOMED CT,Primary upper right D tooth|54 - Primary upper right first molar tooth|URD - Primary upper right D tooth|Primary upper right first molar tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245616001
245617005,Entire deciduous maxillary right canine tooth,SNOMED CT,URC - Primary upper right C tooth|Primary upper right C tooth|53 - Primary upper right canine tooth|Primary upper right canine tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245617005
245618000,Entire primary upper right incisor tooth,SNOMED CT,Primary upper right incisor tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245618000
245619008,Entire deciduous maxillary right lateral incisor tooth,SNOMED CT,52 - Primary upper right lateral incisor tooth|Primary upper right lateral incisor tooth|Primary upper right B tooth|URB - Primary upper right B tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245619008
245620002,Entire deciduous maxillary right central incisor tooth,SNOMED CT,51 - Primary upper right central incisor tooth|Primary upper right A tooth|URA - Primary upper right A tooth|Primary upper right central incisor tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245620002
245621003,Entire primary upper left molar tooth,SNOMED CT,Primary upper left molar tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245621003
245622005,Entire deciduous maxillary left second molar tooth,SNOMED CT,Primary upper left second molar tooth|65 - Primary upper left second molar tooth|Primary upper left E tooth|ULE - Primary upper left E tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245622005
245623000,Entire deciduous maxillary left first molar tooth,SNOMED CT,64 - Primary upper left first molar tooth|Primary upper left first molar tooth|ULD - Primary upper left D tooth|Primary upper left D tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245623000
245624006,Entire deciduous maxillary left canine tooth,SNOMED CT,Primary upper left C tooth|Primary upper left canine tooth|ULC - Primary upper left C tooth|63 - Primary upper left canine tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245624006
245625007,Entire primary upper left incisor tooth,SNOMED CT,Primary upper left incisor tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245625007
245626008,Entire deciduous maxillary left lateral incisor tooth,SNOMED CT,Primary upper left lateral incisor tooth|62 - Primary upper left lateral incisor tooth|ULB - Primary upper left B tooth|Primary upper left B tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245626008
245627004,Entire deciduous maxillary left central incisor tooth,SNOMED CT,61 - Primary upper left central incisor tooth|ULA - Primary upper left A tooth|Primary upper left A tooth|Primary upper left central incisor tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245627004
245628009,Entire primary lower tooth,SNOMED CT,Deciduous mandibular tooth|Primary lower tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245628009
245629001,Entire primary lower right molar tooth,SNOMED CT,Primary lower right molar tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245629001
245630006,Entire deciduous mandibular right second molar tooth,SNOMED CT,Primary lower right second molar tooth|LRE - Primary lower right E tooth|85 - Primary lower right second molar tooth|Primary lower right E tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245630006
245631005,Entire deciduous mandibular right first molar tooth,SNOMED CT,Primary lower right D tooth|84 - Primary lower right first molar tooth|LRD - Primary lower right D tooth|Primary lower right first molar tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245631005
245632003,Entire deciduous mandibular right canine tooth,SNOMED CT,Primary lower right canine tooth|Primary lower right C tooth|83 - Primary lower right canine tooth|LRC - Primary lower right C tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245632003
245633008,Entire primary lower right incisor tooth,SNOMED CT,Primary lower right incisor tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245633008
245634002,Entire deciduous mandibular right lateral incisor tooth,SNOMED CT,Primary lower right B tooth|LRB - Primary lower right B tooth|82 - Primary lower right lateral incisor tooth|Primary lower right lateral incisor tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245634002
245635001,Entire deciduous mandibular right central incisor tooth,SNOMED CT,LRA - Primary lower right A tooth|Primary lower right A tooth|81 - Primary lower right central incisor tooth|Primary lower right central incisor tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245635001
245636000,Entire primary lower left molar tooth,SNOMED CT,Primary lower left molar tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245636000
245637009,Entire deciduous mandibular left second molar tooth,SNOMED CT,Primary lower left second molar tooth|75 - Primary lower left second molar tooth|Primary lower left E tooth|LLE - Primary lower left E tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245637009
245638004,Entire deciduous mandibular left first molar tooth,SNOMED CT,LLD - Primary lower left D tooth|74 - Primary lower left first molar tooth|Primary lower left D tooth|Primary lower left first molar tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245638004
245639007,Entire deciduous mandibular left canine tooth,SNOMED CT,LLC - Primary lower left C tooth|73 - Primary lower left canine tooth|Primary lower left C tooth|Primary lower left canine tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245639007
245640009,Entire primary lower left incisor tooth,SNOMED CT,Primary lower left incisor tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245640009
245641008,Entire deciduous mandibular left lateral incisor tooth,SNOMED CT,Primary lower left B tooth|72 - Primary lower left lateral incisor tooth|Primary lower left lateral incisor tooth|LLB - Primary lower left B tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245641008
245642001,Entire deciduous mandibular left central incisor tooth,SNOMED CT,71 - Primary lower left central incisor tooth|Primary lower left central incisor tooth|LLA - Primary lower left A tooth|Primary lower left A tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245642001
245643006,Tooth surface,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/245643006
245644000,Single tooth surface,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/245644000
245645004,Entire incisal border of tooth,SNOMED CT,Incisal edge,http://purl.bioontology.org/ontology/SNOMEDCT/245645004
245646003,Mamelon,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/245646003
245647007,Entire vestibular surface of tooth,SNOMED CT,Labial surface|Buccal surface,http://purl.bioontology.org/ontology/SNOMEDCT/245647007
245648002,Buccal pit,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/245648002
245650005,Entire cingulum dentis,SNOMED CT,Palatal surface|Cingulum pit,http://purl.bioontology.org/ontology/SNOMEDCT/245650005
245651009,Proximal surface of tooth,SNOMED CT,Aproximal surface of tooth|Proximate surface of tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245651009
245652002,Entire mesial surface of tooth,SNOMED CT,Mesial surface of tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245652002
245653007,Entire distal surface of tooth,SNOMED CT,Distal surface of tooth,http://purl.bioontology.org/ontology/SNOMEDCT/245653007
245654001,Two tooth surfaces,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/245654001
245655000,Buccal-occlusal,SNOMED CT,BO - Buccal-occlusal,http://purl.bioontology.org/ontology/SNOMEDCT/245655000
245656004,Palatal-occlusal,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/245656004
245657008,Lingual-occlusal,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/245657008
245658003,Mesial-occlusal,SNOMED CT,MO - Mesial-occlusal,http://purl.bioontology.org/ontology/SNOMEDCT/245658003
245659006,Distal-occlusal,SNOMED CT,DO - Distal-occlusal,http://purl.bioontology.org/ontology/SNOMEDCT/245659006
245660001,Mesial-incisal,SNOMED CT,MI - Mesial-incisal,http://purl.bioontology.org/ontology/SNOMEDCT/245660001
245661002,Distal-incisal,SNOMED CT,DI - Distal-incisal,http://purl.bioontology.org/ontology/SNOMEDCT/245661002
245662009,Mesial-buccal,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/245662009
245663004,Mesial-palatal,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/245663004
245664005,Mesial-lingual,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/245664005
245665006,Distal-buccal,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/245665006
245666007,Distal-palatal,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/245666007
245668008,Distal-lingual,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/245668008
245669000,Three tooth surfaces,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/245669000
245670004,Mesial-occlusal-distal,SNOMED CT,MOD - Mesial-occlusal-distal,http://purl.bioontology.org/ontology/SNOMEDCT/245670004
245671000,Mesial-occlusal-palatal,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/245671000
245672007,Mesial-occlusal-lingual,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/245672007
245673002,Mesial-incisal-distal,SNOMED CT,MID - Mesial-incisal-distal,http://purl.bioontology.org/ontology/SNOMEDCT/245673002
245674008,Mesial-occlusal-buccal,SNOMED CT,MOB - Mesial-occlusal-buccal,http://purl.bioontology.org/ontology/SNOMEDCT/245674008
245675009,Distal-occlusal-palatal,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/245675009
245676005,Distal-occlusal-lingual,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/245676005
245677001,Distal-occlusal-buccal,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/245677001
245678006,Mesial-buccal-distal,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/245678006
245679003,Mesial-palatal-distal,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/245679003
245680000,Mesial-lingual-distal,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/245680000
245681001,Buccal-mesial-palatal,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/245681001
245682008,Buccal-mesial-lingual,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/245682008
245683003,Buccal-distal-palatal,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/245683003
245684009,Buccal-distal-lingual,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/245684009
245685005,Four tooth surfaces,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/245685005
245686006,Mesial-occlusal-distal-buccal,SNOMED CT,MOD with buccal extension,http://purl.bioontology.org/ontology/SNOMEDCT/245686006
245687002,Mesial-occlusal-distal-palatal,SNOMED CT,MOD with palatal extension,http://purl.bioontology.org/ontology/SNOMEDCT/245687002
245688007,Mesial-occlusal-distal-lingual,SNOMED CT,MOD with lingual extension,http://purl.bioontology.org/ontology/SNOMEDCT/245688007
245689004,Mesial-occlusal-buccal-palatal,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/245689004
245690008,Mesial-occlusal-buccal-lingual,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/245690008
245691007,Distal-occlusal-buccal-palatal,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/245691007
245692000,Distal-occlusal-buccal-lingual,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/245692000
245693005,Entire renal medullary interstitial tissue,SNOMED CT,Renal medullary interstitial tissue,http://purl.bioontology.org/ontology/SNOMEDCT/245693005
245694004,Mesial-buccal-distal-palatal,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/245694004
245695003,Mesial-buccal-distal-lingual,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/245695003
245696002,Five tooth surfaces,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/245696002
245697006,Mesial-occlusal-distal-buccal-palatal,SNOMED CT,MOD with buccal and palatal extension,http://purl.bioontology.org/ontology/SNOMEDCT/245697006
245698001,Mesial-occlusal-distal-buccal-lingual,SNOMED CT,MOD with buccal and lingual extension,http://purl.bioontology.org/ontology/SNOMEDCT/245698001
245699009,Tooth ridge,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/245699009
245700005,Marginal ridge of tooth,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/245700005
245701009,Oblique ridge of tooth,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/245701009
245702002,Transverse marginal ridge of tooth,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/245702002
245703007,Tooth fissure,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/245703007
245704001,Occlusal fissure,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/245704001
245705000,Palatal fissure,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/245705000
245706004,Buccal fissure,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/245706004
